session_id,timestamp_iso,ms_elapsed,event_type,step,condition,target_product_id,clicked_element,click_x,click_y,time_to_first_click_ms,is_unintended_interaction,question_id,question_text,answer_value,is_validation_question,validation_passed,completed
S-2026-2290,2026-05-20T12:47:24.329Z,30722,task_complete,3,standard,2,add_to_cart,941,608,1694,0,,,,,,1
S-2026-2290,2026-05-20T12:47:24.344Z,30738,page_exit,3,standard,2,,,,,,,,,,,
S-2026-2290,2026-05-20T12:47:25.198Z,31591,page_enter,4,,,,,,,,,,,,,
S-2026-2290,2026-05-20T12:47:25.229Z,31622,task_start,4,,,,,,,,,,,,,
S-2026-2290,2026-05-20T12:47:25.229Z,31623,page_enter,4,,,,,,,,,,,,,
S-2026-2290,2026-05-20T12:47:41.122Z,47516,distraction_click,4,,,"Portable Phone Stand",374,542,,,,,,,,
S-2026-2290,2026-05-20T12:47:41.123Z,47517,page_exit,4,,,,,,,,,,,,,
S-2026-2290,2026-05-20T12:47:42.332Z,48725,page_enter,5,,,,,,,,,,,,,
S-2026-2290,2026-05-20T12:47:42.400Z,48793,task_start,5,modified,3,,,,,,,,,,,
S-2026-2290,2026-05-20T12:47:42.400Z,48793,page_enter,5,modified,3,,,,,,,,,,,
S-2026-2290,2026-05-20T12:47:57.068Z,63461,page_exit,5,modified,3,,,,,,,,,,,
S-2026-2290,2026-05-20T12:47:57.092Z,63485,page_enter,5,modified,3,,,,,,,,,,,
S-2026-2290,2026-05-20T12:47:57.097Z,63490,product_view,5,modified,3,"Running Shoes X200",,,,,,,,,,
S-2026-2290,2026-05-20T12:47:58.837Z,65230,button_click,5,modified,3,buy_now,989,600,1748,1,,,,,,
S-2026-2290,2026-05-20T12:47:58.845Z,65238,task_complete,5,modified,3,buy_now,989,600,1748,1,,,,,,1
S-2026-2290,2026-05-20T12:47:58.850Z,65243,page_exit,5,modified,3,,,,,,,,,,,
S-2026-2290,2026-05-20T12:47:59.781Z,66174,page_enter,6,,,,,,,,,,,,,
S-2026-2290,2026-05-20T12:47:59.807Z,66200,page_enter,6,,,,,,,,,,,,,
S-2026-2290,2026-05-20T12:48:10.960Z,77353,page_enter,6,,,,,,,,,,,,,
S-2026-2290,2026-05-20T12:48:27.319Z,93712,survey_response,6,,,,,,,,Q9,"Voor kwaliteitscontrole selecteer ""Nooit"" voor deze vraag: hoe vaak retourneer je gekochte artikelen naar een online winkel?",1,1,1,
S-2026-2290,2026-05-20T12:48:27.319Z,93713,survey_response,6,,,,,,,,D1,"Welk van de volgende producten was het goedkoopst in de webshoop die je zojuist hebt bekeken?",d,1,1,
S-2026-2290,2026-05-20T12:48:27.319Z,93713,survey_response,6,,,,,,,,D2,"Hoeveel klantbeoordelingen had het meest beoordeelde product in de winkel ongeveer?",d,1,1,
S-2026-2290,2026-05-20T12:48:27.320Z,93714,page_exit,6,,,,,,,,,,,,,
S-2026-2290,2026-05-20T12:48:28.591Z,94985,page_enter,7,,,,,,,,,,,,,
S-2026-2290,2026-05-20T12:48:28.660Z,95054,task_start,7,modified,4,,,,,,,,,,,
S-2026-2290,2026-05-20T12:48:28.661Z,95054,page_enter,7,modified,4,,,,,,,,,,,
S-2026-2290,2026-05-20T12:48:30.219Z,96612,page_exit,7,modified,4,,,,,,,,,,,
S-2026-2290,2026-05-20T12:48:30.254Z,96647,product_view,7,modified,4,"Bamboo Desk Organizer",,,,,,,,,,
S-2026-2290,2026-05-20T12:48:30.255Z,96648,page_enter,7,modified,4,,,,,,,,,,,
S-2026-2290,2026-05-20T12:48:32.773Z,99166,button_click,7,modified,4,add_to_cart,1094,465,2526,0,,,,,,
S-2026-2290,2026-05-20T12:48:32.782Z,99175,task_complete,7,modified,4,add_to_cart,1094,465,2526,0,,,,,,1
S-2026-2290,2026-05-20T12:48:32.790Z,99183,page_exit,7,modified,4,,,,,,,,,,,
S-2026-2290,2026-05-20T12:48:32.810Z,99203,session_complete,8,,,,,,,,,,,,,1
S-2026-2290,2026-05-20T12:48:32.810Z,99203,page_enter,8,,,,,,,,,,,,,
S-2026-2290,2026-05-20T12:48:32.835Z,99228,page_enter,8,,,,,,,,,,,,,
S-2026-2290,2026-05-20T12:48:41.586Z,107979,page_enter,8,,,,,,,,,,,,,
S-2026-2290,2026-05-20T12:50:32.054Z,218447,page_enter,8,,,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:44.601Z,0,session_start,0,,,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:45.521Z,920,page_enter,1,,,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:45.554Z,953,task_start,1,standard,1,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:45.554Z,953,page_enter,1,standard,1,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:46.525Z,1924,page_exit,1,standard,1,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:46.552Z,1951,product_view,1,standard,1,"Wireless Earbuds Pro",,,,,,,,,,
S-2026-5746,2026-05-20T12:50:46.554Z,1953,page_enter,1,standard,1,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:47.389Z,2788,button_click,1,standard,1,add_to_cart,919,606,838,0,,,,,,
S-2026-5746,2026-05-20T12:50:47.397Z,2796,task_complete,1,standard,1,add_to_cart,919,606,838,0,,,,,,1
S-2026-5746,2026-05-20T12:50:47.405Z,2804,page_exit,1,standard,1,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:48.163Z,3562,page_enter,2,,,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:48.196Z,3595,task_start,2,,,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:48.197Z,3595,page_enter,2,,,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:48.672Z,4071,distraction_click,2,,,"Water Bottle",637,481,,,,,,,,
S-2026-5746,2026-05-20T12:50:48.673Z,4072,page_exit,2,,,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:49.286Z,4685,page_enter,3,,,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:49.317Z,4715,task_start,3,standard,2,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:49.317Z,4716,page_enter,3,standard,2,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:49.851Z,5250,page_exit,3,standard,2,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:49.871Z,5270,page_enter,3,standard,2,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:49.872Z,5270,product_view,3,standard,2,"Running Shoes X200",,,,,,,,,,
S-2026-5746,2026-05-20T12:50:50.538Z,5936,button_click,3,standard,2,add_to_cart,850,604,662,,,,,,,
S-2026-5746,2026-05-20T12:50:51.518Z,6917,page_exit,3,standard,2,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:51.556Z,6955,page_enter,3,standard,2,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:52.430Z,7829,page_exit,3,standard,2,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:52.451Z,7850,product_view,3,standard,2,"Water Bottle",,,,,,,,,,
S-2026-5746,2026-05-20T12:50:52.452Z,7851,page_enter,3,standard,2,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:53.069Z,8468,button_click,3,standard,2,add_to_cart,981,606,615,0,,,,,,
S-2026-5746,2026-05-20T12:50:53.077Z,8476,task_complete,3,standard,2,add_to_cart,981,606,615,0,,,,,,1
S-2026-5746,2026-05-20T12:50:53.085Z,8484,page_exit,3,standard,2,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:53.644Z,9043,page_enter,4,,,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:53.697Z,9096,task_start,4,,,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:53.700Z,9099,page_enter,4,,,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:55.244Z,10643,distraction_click,4,,,"Running Shoes X200",887,472,,,,,,,,
S-2026-5746,2026-05-20T12:50:55.246Z,10645,page_exit,4,,,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:55.792Z,11191,page_enter,5,,,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:55.823Z,11222,task_start,5,modified,3,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:55.823Z,11222,page_enter,5,modified,3,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:57.018Z,12417,page_exit,5,modified,3,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:57.041Z,12439,page_enter,5,modified,3,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:57.041Z,12440,product_view,5,modified,3,"Running Shoes X200",,,,,,,,,,
S-2026-5746,2026-05-20T12:50:57.948Z,13347,button_click,5,modified,3,buy_now,931,600,903,1,,,,,,
S-2026-5746,2026-05-20T12:50:57.957Z,13356,task_complete,5,modified,3,buy_now,931,600,903,1,,,,,,1
S-2026-5746,2026-05-20T12:50:57.964Z,13363,page_exit,5,modified,3,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:58.977Z,14376,page_enter,6,,,,,,,,,,,,,
S-2026-5746,2026-05-20T12:50:58.999Z,14397,page_enter,6,,,,,,,,,,,,,
S-2026-5746,2026-05-20T12:51:03.198Z,18597,survey_response,6,,,,,,,,Q9,"For quality control purposes, please select ""Never"" for this item. How often do you return purchased items to an online store?",5,1,0,
S-2026-5746,2026-05-20T12:51:03.199Z,18598,survey_response,6,,,,,,,,D1,"Which of the following products was the cheapest in the online store you just browsed?",c,1,0,
S-2026-5746,2026-05-20T12:51:03.199Z,18598,survey_response,6,,,,,,,,D2,"Approximately how many customer reviews did the most-reviewed product in the store have?",a,1,0,
S-2026-5746,2026-05-20T12:51:03.199Z,18598,page_exit,6,,,,,,,,,,,,,
S-2026-5746,2026-05-20T12:51:03.918Z,19316,page_enter,7,,,,,,,,,,,,,
S-2026-5746,2026-05-20T12:51:03.973Z,19372,task_start,7,modified,4,,,,,,,,,,,
S-2026-5746,2026-05-20T12:51:03.974Z,19373,page_enter,7,modified,4,,,,,,,,,,,
S-2026-5746,2026-05-20T12:51:04.705Z,20104,page_exit,7,modified,4,,,,,,,,,,,
S-2026-5746,2026-05-20T12:51:04.725Z,20123,page_enter,7,modified,4,,,,,,,,,,,
S-2026-5746,2026-05-20T12:51:04.725Z,20124,product_view,7,modified,4,"Running Shoes X200",,,,,,,,,,
S-2026-5746,2026-05-20T12:51:05.466Z,20864,button_click,7,modified,4,buy_now,965,633,737,,,,,,,
S-2026-5746,2026-05-20T12:51:06.713Z,22112,page_exit,7,modified,4,,,,,,,,,,,
S-2026-5746,2026-05-20T12:51:06.747Z,22146,page_enter,7,modified,4,,,,,,,,,,,
S-2026-5746,2026-05-20T12:51:07.432Z,22831,page_exit,7,modified,4,,,,,,,,,,,
S-2026-5746,2026-05-20T12:51:07.461Z,22860,page_enter,7,modified,4,,,,,,,,,,,
S-2026-5746,2026-05-20T12:51:07.465Z,22863,product_view,7,modified,4,"Bamboo Desk Organizer",,,,,,,,,,
S-2026-5746,2026-05-20T12:51:08.194Z,23593,button_click,7,modified,4,buy_now,1003,600,738,1,,,,,,
S-2026-5746,2026-05-20T12:51:08.203Z,23601,task_complete,7,modified,4,buy_now,1003,600,738,1,,,,,,1
S-2026-5746,2026-05-20T12:51:08.212Z,23610,page_exit,7,modified,4,,,,,,,,,,,
S-2026-5746,2026-05-20T12:51:08.227Z,23626,session_complete,8,,,,,,,,,,,,,1
S-2026-5746,2026-05-20T12:51:08.227Z,23626,page_enter,8,,,,,,,,,,,,,
S-2026-5746,2026-05-20T12:51:08.246Z,23645,page_enter,8,,,,,,,,,,,,,
S-2026-5746,2026-05-20T12:59:20.481Z,515879,page_enter,8,,,,,,,,,,,,,
S-2026-5746,2026-05-20T13:03:30.268Z,765666,page_enter,8,,,,,,,,,,,,,
S-2026-5746,2026-05-20T13:03:38.871Z,774270,page_enter,8,,,,,,,,,,,,,
S-2026-5746,2026-05-20T13:03:47.518Z,782917,page_enter,8,,,,,,,,,,,,,
S-2026-5205,2026-05-20T13:11:39.562Z,1,session_start,0,,,,,,,,,,,,,
S-2026-5205,2026-05-20T13:11:44.664Z,5103,page_enter,1,,,,,,,,,,,,,
S-2026-5205,2026-05-20T13:11:44.769Z,5208,task_start,1,standard,1,,,,,,,,,,,
S-2026-5205,2026-05-20T13:11:44.777Z,5216,page_enter,1,standard,1,,,,,,,,,,,
S-2026-5205,2026-05-20T13:12:43.638Z,64077,page_exit,1,standard,1,,,,,,,,,,,
S-2026-5205,2026-05-20T13:12:44.012Z,64452,page_enter,1,standard,1,,,,,,,,,,,
S-2026-5205,2026-05-20T13:12:49.259Z,69698,page_exit,1,standard,1,,,,,,,,,,,
S-2026-5205,2026-05-20T13:12:49.604Z,70043,page_enter,1,standard,1,,,,,,,,,,,
S-2026-5205,2026-05-20T13:13:31.233Z,111673,page_exit,1,standard,1,,,,,,,,,,,
S-2026-5205,2026-05-20T13:13:31.291Z,111731,page_enter,1,standard,1,,,,,,,,,,,
S-2026-5205,2026-05-20T13:13:31.292Z,111732,product_view,1,standard,1,"Water Bottle",,,,,,,,,,
S-2026-5205,2026-05-20T13:13:32.700Z,113140,button_click,1,standard,1,add_to_cart,1160,623,1413,,,,,,,
S-2026-5205,2026-05-20T13:13:33.893Z,114332,button_click,1,standard,1,buy_now,1168,681,2605,,,,,,,
S-2026-5205,2026-05-20T13:13:34.525Z,114964,button_click,1,standard,1,add_to_cart,1168,625,3237,,,,,,,
S-2026-5205,2026-05-20T13:13:34.976Z,115415,button_click,1,standard,1,buy_now,1165,673,3689,,,,,,,
S-2026-5205,2026-05-20T13:13:38.986Z,119425,page_exit,1,standard,1,,,,,,,,,,,
S-2026-5205,2026-05-20T13:13:39.077Z,119516,page_enter,1,standard,1,,,,,,,,,,,
S-2026-5205,2026-05-20T13:13:40.355Z,120795,page_exit,1,standard,1,,,,,,,,,,,
S-2026-5205,2026-05-20T13:13:40.380Z,120819,page_enter,1,standard,1,,,,,,,,,,,
S-2026-5205,2026-05-20T13:13:40.382Z,120821,product_view,1,standard,1,"Wireless Earbuds Pro",,,,,,,,,,
S-2026-5205,2026-05-20T13:13:43.349Z,123789,button_click,1,standard,1,add_to_cart,1216,617,2971,0,,,,,,
S-2026-5205,2026-05-20T13:13:43.358Z,123797,task_complete,1,standard,1,add_to_cart,1216,617,2971,0,,,,,,1
S-2026-5205,2026-05-20T13:13:43.363Z,123802,page_exit,1,standard,1,,,,,,,,,,,
S-2026-5205,2026-05-20T13:13:56.312Z,136752,page_enter,2,,,,,,,,,,,,,
S-2026-5205,2026-05-20T13:13:56.430Z,136870,task_start,2,,,,,,,,,,,,,
S-2026-5205,2026-05-20T13:13:56.432Z,136871,page_enter,2,,,,,,,,,,,,,
S-2026-5205,2026-05-20T13:15:23.484Z,223924,distraction_click,2,,,"Resistance Bands Set",1397,497,,,,,,,,
S-2026-5205,2026-05-20T13:15:23.486Z,223926,page_exit,2,,,,,,,,,,,,,
S-2026-5205,2026-05-20T13:15:26.774Z,227213,page_enter,3,,,,,,,,,,,,,
S-2026-5205,2026-05-20T13:15:26.810Z,227249,task_start,3,standard,2,,,,,,,,,,,
S-2026-5205,2026-05-20T13:15:26.811Z,227250,page_enter,3,standard,2,,,,,,,,,,,
S-2026-5205,2026-05-20T13:16:03.501Z,263941,page_exit,3,standard,2,,,,,,,,,,,
S-2026-5205,2026-05-20T13:16:03.544Z,263983,page_enter,3,standard,2,,,,,,,,,,,
S-2026-5205,2026-05-20T13:16:03.545Z,263984,product_view,3,standard,2,"Water Bottle",,,,,,,,,,
S-2026-5205,2026-05-20T13:16:16.586Z,277025,button_click,3,standard,2,buy_now,1245,683,13043,1,,,,,,
S-2026-5205,2026-05-20T13:16:16.593Z,277032,task_complete,3,standard,2,buy_now,1245,683,13043,1,,,,,,1
S-2026-5205,2026-05-20T13:16:16.598Z,277038,page_exit,3,standard,2,,,,,,,,,,,
S-2026-5205,2026-05-20T13:16:26.911Z,287350,page_enter,4,,,,,,,,,,,,,
S-2026-5205,2026-05-20T13:16:27.043Z,287482,task_start,4,,,,,,,,,,,,,
S-2026-5205,2026-05-20T13:16:27.044Z,287483,page_enter,4,,,,,,,,,,,,,
S-2026-5205,2026-05-20T13:16:42.861Z,303300,distraction_click,4,,,"Portable Phone Stand",519,771,,,,,,,,
S-2026-5205,2026-05-20T13:16:42.863Z,303302,page_exit,4,,,,,,,,,,,,,
S-2026-5205,2026-05-20T13:16:49.413Z,309853,page_enter,5,,,,,,,,,,,,,
S-2026-5205,2026-05-20T13:16:49.497Z,309937,task_start,5,modified,3,,,,,,,,,,,
S-2026-5205,2026-05-20T13:16:49.510Z,309949,page_enter,5,modified,3,,,,,,,,,,,
S-2026-5205,2026-05-20T13:16:54.443Z,314883,page_exit,5,modified,3,,,,,,,,,,,
S-2026-5205,2026-05-20T13:16:54.465Z,314905,page_enter,5,modified,3,,,,,,,,,,,
S-2026-5205,2026-05-20T13:16:54.468Z,314907,product_view,5,modified,3,"Running Shoes X200",,,,,,,,,,
S-2026-5205,2026-05-20T13:19:10.655Z,451094,button_click,5,modified,3,add_to_cart,1248,685,136128,0,,,,,,
S-2026-5205,2026-05-20T13:19:10.665Z,451105,task_complete,5,modified,3,add_to_cart,1248,685,136128,0,,,,,,1
S-2026-5205,2026-05-20T13:19:10.673Z,451112,page_exit,5,modified,3,,,,,,,,,,,
S-2026-5205,2026-05-20T13:19:12.447Z,452886,page_enter,6,,,,,,,,,,,,,
S-2026-5205,2026-05-20T13:19:12.488Z,452927,page_enter,6,,,,,,,,,,,,,
S-2026-5205,2026-05-20T13:22:40.018Z,660457,survey_response,6,,,,,,,,Q9,"For quality control purposes, please select ""Never"" for this item. How often do you return purchased items to an online store?",1,1,1,
S-2026-5205,2026-05-20T13:22:40.019Z,660458,survey_response,6,,,,,,,,D1,"Which of the following products was the cheapest in the online store you just browsed?",b,1,0,
S-2026-5205,2026-05-20T13:22:40.019Z,660458,survey_response,6,,,,,,,,D2,"Approximately how many customer reviews did the most-reviewed product in the store have?",c,1,0,
S-2026-5205,2026-05-20T13:22:40.019Z,660458,page_exit,6,,,,,,,,,,,,,
S-2026-5205,2026-05-20T13:22:41.553Z,661992,page_enter,7,,,,,,,,,,,,,
S-2026-5205,2026-05-20T13:22:41.648Z,662088,task_start,7,modified,4,,,,,,,,,,,
S-2026-5205,2026-05-20T13:22:41.651Z,662090,page_enter,7,modified,4,,,,,,,,,,,
S-2026-5205,2026-05-20T13:22:43.856Z,664296,page_exit,7,modified,4,,,,,,,,,,,
S-2026-5205,2026-05-20T13:22:43.889Z,664328,product_view,7,modified,4,"Bamboo Desk Organizer",,,,,,,,,,
S-2026-5205,2026-05-20T13:22:43.891Z,664331,page_enter,7,modified,4,,,,,,,,,,,
S-2026-5205,2026-05-20T13:22:50.382Z,670821,button_click,7,modified,4,buy_now,1230,627,6490,1,,,,,,
S-2026-5205,2026-05-20T13:22:50.388Z,670828,task_complete,7,modified,4,buy_now,1230,627,6490,1,,,,,,1
S-2026-5205,2026-05-20T13:22:50.394Z,670833,page_exit,7,modified,4,,,,,,,,,,,
S-2026-5205,2026-05-20T13:22:50.407Z,670846,session_complete,8,,,,,,,,,,,,,1
S-2026-5205,2026-05-20T13:22:50.407Z,670847,page_enter,8,,,,,,,,,,,,,
S-2026-5205,2026-05-20T13:22:50.430Z,670869,page_enter,8,,,,,,,,,,,,,
S-2026-8469,2026-05-20T13:23:45.918Z,0,session_start,0,,,,,,,,,,,,,
S-2026-8469,2026-05-20T13:23:47.848Z,1931,page_enter,1,,,,,,,,,,,,,
S-2026-8469,2026-05-20T13:23:47.879Z,1961,task_start,1,standard,1,,,,,,,,,,,
S-2026-8469,2026-05-20T13:23:47.879Z,1962,page_enter,1,standard,1,,,,,,,,,,,
S-2026-8469,2026-05-20T13:23:52.930Z,7013,page_exit,1,standard,1,,,,,,,,,,,
S-2026-8469,2026-05-20T13:23:52.969Z,7051,product_view,1,standard,1,"Wireless Earbuds Pro",,,,,,,,,,
S-2026-8469,2026-05-20T13:23:52.970Z,7052,page_enter,1,standard,1,,,,,,,,,,,
S-2026-8469,2026-05-20T13:33:27.326Z,581409,page_enter,1,standard,1,,,,,,,,,,,
S-2026-8469,2026-05-20T13:33:27.328Z,581410,product_view,1,standard,1,"Wireless Earbuds Pro",,,,,,,,,,
S-2026-8469,2026-05-20T13:33:32.726Z,586808,page_enter,1,standard,1,,,,,,,,,,,
S-2026-8469,2026-05-20T13:33:32.726Z,586809,product_view,1,standard,1,"Wireless Earbuds Pro",,,,,,,,,,
S-2026-8469,2026-05-23T13:44:45.979Z,260460061,product_view,1,standard,1,"Wireless Earbuds Pro",,,,,,,,,,
S-2026-8469,2026-05-23T13:44:45.980Z,260460063,page_enter,1,standard,1,,,,,,,,,,,
S-2026-8469,2026-05-23T13:44:51.394Z,260465476,button_click,1,standard,1,add_to_cart,944,413,5417,0,,,,,,
S-2026-8469,2026-05-23T13:44:51.397Z,260465479,task_complete,1,standard,1,add_to_cart,944,413,5417,0,,,,,,1
S-2026-8469,2026-05-23T13:44:51.402Z,260465484,page_exit,1,standard,1,,,,,,,,,,,
S-2026-8469,2026-05-23T13:44:52.379Z,260466461,page_enter,2,,,,,,,,,,,,,
S-2026-8469,2026-05-23T13:44:52.413Z,260466495,task_start,2,,,,,,,,,,,,,
S-2026-8469,2026-05-23T13:44:52.413Z,260466496,page_enter,2,,,,,,,,,,,,,
S-2026-8469,2026-05-23T13:44:53.362Z,260467445,distraction_click,2,,,"Water Bottle",711,493,,,,,,,,
S-2026-8469,2026-05-23T13:44:53.364Z,260467446,page_exit,2,,,,,,,,,,,,,
S-2026-8469,2026-05-23T13:44:53.975Z,260468058,page_enter,3,,,,,,,,,,,,,
S-2026-8469,2026-05-23T13:44:54.006Z,260468089,task_start,3,standard,2,,,,,,,,,,,
S-2026-8469,2026-05-23T13:44:54.007Z,260468089,page_enter,3,standard,2,,,,,,,,,,,
S-2026-8469,2026-05-23T13:44:54.589Z,260468671,page_exit,3,standard,2,,,,,,,,,,,
S-2026-8469,2026-05-23T13:44:54.611Z,260468694,page_enter,3,standard,2,,,,,,,,,,,
S-2026-8469,2026-05-23T13:44:54.612Z,260468694,product_view,3,standard,2,"Running Shoes X200",,,,,,,,,,
S-2026-8469,2026-05-23T13:44:55.321Z,260469403,button_click,3,standard,2,add_to_cart,896,629,710,,,,,,,
S-2026-8469,2026-05-23T13:44:56.613Z,260470695,page_exit,3,standard,2,,,,,,,,,,,
S-2026-8469,2026-05-23T13:44:56.642Z,260470725,page_enter,3,standard,2,,,,,,,,,,,
S-2026-8469,2026-05-23T13:44:57.158Z,260471241,page_exit,3,standard,2,,,,,,,,,,,
S-2026-8469,2026-05-23T13:44:57.186Z,260471268,product_view,3,standard,2,"Water Bottle",,,,,,,,,,
S-2026-8469,2026-05-23T13:44:57.187Z,260471269,page_enter,3,standard,2,,,,,,,,,,,
S-2026-8469,2026-05-23T13:44:57.876Z,260471958,button_click,3,standard,2,add_to_cart,904,611,689,0,,,,,,
S-2026-8469,2026-05-23T13:44:57.887Z,260471969,task_complete,3,standard,2,add_to_cart,904,611,689,0,,,,,,1
S-2026-8469,2026-05-23T13:44:57.895Z,260471977,page_exit,3,standard,2,,,,,,,,,,,
S-2026-8469,2026-05-23T13:44:58.575Z,260472658,page_enter,4,,,,,,,,,,,,,
S-2026-8469,2026-05-23T13:44:58.606Z,260472688,task_start,4,,,,,,,,,,,,,
S-2026-8469,2026-05-23T13:44:58.606Z,260472689,page_enter,4,,,,,,,,,,,,,
S-2026-8469,2026-05-23T13:45:01.017Z,260475099,distraction_click,4,,,"Running Shoes X200",988,540,,,,,,,,
S-2026-8469,2026-05-23T13:45:01.018Z,260475101,page_exit,4,,,,,,,,,,,,,
S-2026-8469,2026-05-23T13:45:01.674Z,260475756,page_enter,5,,,,,,,,,,,,,
S-2026-8469,2026-05-23T13:45:01.713Z,260475795,task_start,5,modified,3,,,,,,,,,,,
S-2026-8469,2026-05-23T13:45:01.714Z,260475796,page_enter,5,modified,3,,,,,,,,,,,
S-2026-8469,2026-05-23T13:45:02.959Z,260477041,page_exit,5,modified,3,,,,,,,,,,,
S-2026-8469,2026-05-23T13:45:02.985Z,260477067,product_view,5,modified,3,"Running Shoes X200",,,,,,,,,,
S-2026-8469,2026-05-23T13:45:02.986Z,260477068,page_enter,5,modified,3,,,,,,,,,,,
S-2026-8469,2026-05-23T13:45:08.088Z,260482170,button_click,5,modified,3,buy_now,983,489,5098,1,,,,,,
S-2026-8469,2026-05-23T13:45:08.095Z,260482177,task_complete,5,modified,3,buy_now,983,489,5098,1,,,,,,1
S-2026-8469,2026-05-23T13:45:08.100Z,260482183,page_exit,5,modified,3,,,,,,,,,,,
S-2026-8469,2026-05-23T13:45:08.767Z,260482849,page_enter,6,,,,,,,,,,,,,
S-2026-8469,2026-05-23T13:45:08.800Z,260482882,page_enter,6,,,,,,,,,,,,,
S-2026-8469,2026-05-23T13:45:12.479Z,260486562,survey_response,6,,,,,,,,Q9,"For quality control purposes, please select ""Never"" for this item. How often do you return purchased items to an online store?",1,1,1,
S-2026-8469,2026-05-23T13:45:12.480Z,260486563,survey_response,6,,,,,,,,D1,"Which of the following products was the cheapest in the online store you just browsed?",a,1,0,
