session_id,timestamp_iso,ms_elapsed,event_type,step,condition,target_product_id,clicked_element,click_x,click_y,time_to_first_click_ms,is_unintended_interaction,question_id,question_text,answer_value,is_validation_question,validation_passed,completed
S-2026-7662,2026-05-16T20:02:47.812Z,8547,page_exit,3,standard,2,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:47.852Z,8587,product_view,3,standard,2,"Water Bottle",,,,,,,,,,
S-2026-7662,2026-05-16T20:02:47.852Z,8588,page_enter,3,standard,2,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:48.645Z,9380,button_click,3,standard,2,add_to_cart,880,629,803,0,,,,,,
S-2026-7662,2026-05-16T20:02:48.653Z,9388,task_complete,3,standard,2,add_to_cart,880,629,803,0,,,,,,1
S-2026-7662,2026-05-16T20:02:48.659Z,9394,page_exit,3,standard,2,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:49.529Z,10264,page_enter,4,,,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:49.554Z,10289,task_start,4,,,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:49.554Z,10289,page_enter,4,,,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:49.980Z,10715,distraction_click,4,,,"Running Shoes X200",920,517,,,,,,,,
S-2026-7662,2026-05-16T20:02:49.982Z,10717,page_exit,4,,,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:50.554Z,11289,page_enter,5,,,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:50.585Z,11320,task_start,5,modified,3,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:50.586Z,11321,page_enter,5,modified,3,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:51.002Z,11737,page_exit,5,modified,3,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:51.023Z,11758,product_view,5,modified,3,"Running Shoes X200",,,,,,,,,,
S-2026-7662,2026-05-16T20:02:51.024Z,11759,page_enter,5,modified,3,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:51.565Z,12300,button_click,5,modified,3,buy_now,897,606,544,1,,,,,,
S-2026-7662,2026-05-16T20:02:51.574Z,12309,task_complete,5,modified,3,buy_now,897,606,544,1,,,,,,1
S-2026-7662,2026-05-16T20:02:51.580Z,12315,page_exit,5,modified,3,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:52.160Z,12895,page_enter,6,,,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:52.180Z,12915,page_enter,6,,,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:56.919Z,17654,survey_response,6,,,,,,,,Q9,"For quality control purposes, please select ""Never"" for this item. How often do you return purchased items to an online store?",1,1,1,
S-2026-7662,2026-05-16T20:02:56.920Z,17656,survey_response,6,,,,,,,,D1,"Which of the following products was the cheapest in the online store you just browsed?",b,1,0,
S-2026-7662,2026-05-16T20:02:56.921Z,17656,survey_response,6,,,,,,,,D2,"Approximately how many customer reviews did the most-reviewed product in the store have?",d,1,1,
S-2026-7662,2026-05-16T20:02:56.921Z,17656,page_exit,6,,,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:57.575Z,18310,page_enter,7,,,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:57.605Z,18340,task_start,7,modified,4,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:57.605Z,18341,page_enter,7,modified,4,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:59.384Z,20119,page_exit,7,modified,4,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:59.405Z,20140,page_enter,7,modified,4,,,,,,,,,,,
S-2026-7662,2026-05-16T20:02:59.406Z,20141,product_view,7,modified,4,"Bamboo Desk Organizer",,,,,,,,,,
S-2026-7662,2026-05-16T20:03:00.020Z,20756,button_click,7,modified,4,buy_now,1030,604,616,1,,,,,,
S-2026-7662,2026-05-16T20:03:00.026Z,20761,task_complete,7,modified,4,buy_now,1030,604,616,1,,,,,,1
S-2026-7662,2026-05-16T20:03:00.032Z,20767,page_exit,7,modified,4,,,,,,,,,,,
S-2026-7662,2026-05-16T20:03:00.049Z,20785,session_complete,8,,,,,,,,,,,,,1
S-2026-7662,2026-05-16T20:03:00.050Z,20785,page_enter,8,,,,,,,,,,,,,
S-2026-7662,2026-05-16T20:03:00.069Z,20804,page_enter,8,,,,,,,,,,,,,
S-2026-7662,2026-05-16T20:08:03.252Z,323987,page_enter,8,,,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:17.958Z,0,session_start,0,,,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:18.436Z,478,page_enter,1,,,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:18.466Z,508,task_start,1,standard,1,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:18.468Z,509,page_enter,1,standard,1,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:18.808Z,850,page_exit,1,standard,1,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:18.833Z,875,product_view,1,standard,1,"Water Bottle",,,,,,,,,,
S-2026-2854,2026-05-16T20:08:18.833Z,875,page_enter,1,standard,1,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:19.510Z,1552,button_click,1,standard,1,add_to_cart,862,626,678,,,,,,,
S-2026-2854,2026-05-16T20:08:20.788Z,2830,page_exit,1,standard,1,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:20.830Z,2872,page_enter,1,standard,1,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:21.239Z,3281,page_exit,1,standard,1,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:21.263Z,3305,product_view,1,standard,1,"Wireless Earbuds Pro",,,,,,,,,,
S-2026-2854,2026-05-16T20:08:21.263Z,3305,page_enter,1,standard,1,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:21.819Z,3861,button_click,1,standard,1,add_to_cart,857,598,557,0,,,,,,
S-2026-2854,2026-05-16T20:08:21.826Z,3868,task_complete,1,standard,1,add_to_cart,857,598,557,0,,,,,,1
S-2026-2854,2026-05-16T20:08:21.831Z,3873,page_exit,1,standard,1,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:22.425Z,4467,page_enter,2,,,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:22.456Z,4498,task_start,2,,,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:22.460Z,4502,page_enter,2,,,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:23.097Z,5139,distraction_click,2,,,"Water Bottle",665,525,,,,,,,,
S-2026-2854,2026-05-16T20:08:23.098Z,5140,page_exit,2,,,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:23.724Z,5766,page_enter,3,,,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:23.756Z,5798,task_start,3,standard,2,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:23.762Z,5804,page_enter,3,standard,2,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:24.262Z,6304,page_exit,3,standard,2,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:24.284Z,6326,page_enter,3,standard,2,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:24.285Z,6327,product_view,3,standard,2,"Running Shoes X200",,,,,,,,,,
S-2026-2854,2026-05-16T20:08:24.911Z,6953,button_click,3,standard,2,add_to_cart,915,609,624,,,,,,,
S-2026-2854,2026-05-16T20:08:26.392Z,8434,page_exit,3,standard,2,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:26.430Z,8472,page_enter,3,standard,2,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:26.976Z,9018,page_exit,3,standard,2,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:26.999Z,9041,product_view,3,standard,2,"Water Bottle",,,,,,,,,,
S-2026-2854,2026-05-16T20:08:26.999Z,9041,page_enter,3,standard,2,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:27.610Z,9653,button_click,3,standard,2,add_to_cart,887,616,610,0,,,,,,
S-2026-2854,2026-05-16T20:08:27.619Z,9661,task_complete,3,standard,2,add_to_cart,887,616,610,0,,,,,,1
S-2026-2854,2026-05-16T20:08:27.627Z,9669,page_exit,3,standard,2,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:28.215Z,10257,page_enter,4,,,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:28.240Z,10282,task_start,4,,,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:28.240Z,10282,page_enter,4,,,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:29.891Z,11933,distraction_click,4,,,"Running Shoes X200",1022,475,,,,,,,,
S-2026-2854,2026-05-16T20:08:29.893Z,11935,page_exit,4,,,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:30.509Z,12551,page_enter,5,,,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:30.544Z,12586,task_start,5,modified,3,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:30.545Z,12587,page_enter,5,modified,3,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:31.168Z,13210,page_exit,5,modified,3,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:31.187Z,13229,product_view,5,modified,3,"Running Shoes X200",,,,,,,,,,
S-2026-2854,2026-05-16T20:08:31.188Z,13229,page_enter,5,modified,3,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:31.798Z,13840,button_click,5,modified,3,buy_now,964,608,610,1,,,,,,
S-2026-2854,2026-05-16T20:08:31.808Z,13850,task_complete,5,modified,3,buy_now,964,608,610,1,,,,,,1
S-2026-2854,2026-05-16T20:08:31.813Z,13855,page_exit,5,modified,3,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:32.433Z,14475,page_enter,6,,,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:32.453Z,14495,page_enter,6,,,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:35.781Z,17823,survey_response,6,,,,,,,,Q9,"For quality control purposes, please select ""Never"" for this item. How often do you return purchased items to an online store?",1,1,1,
S-2026-2854,2026-05-16T20:08:35.783Z,17825,survey_response,6,,,,,,,,D1,"Which of the following products was the cheapest in the online store you just browsed?",b,1,0,
S-2026-2854,2026-05-16T20:08:35.783Z,17825,survey_response,6,,,,,,,,D2,"Approximately how many customer reviews did the most-reviewed product in the store have?",c,1,0,
S-2026-2854,2026-05-16T20:08:35.783Z,17825,page_exit,6,,,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:36.785Z,18827,page_enter,7,,,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:36.813Z,18855,task_start,7,modified,4,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:36.814Z,18856,page_enter,7,modified,4,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:37.165Z,19207,page_exit,7,modified,4,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:37.190Z,19232,page_enter,7,modified,4,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:37.191Z,19233,product_view,7,modified,4,"Bamboo Desk Organizer",,,,,,,,,,
S-2026-2854,2026-05-16T20:08:37.997Z,20039,button_click,7,modified,4,buy_now,1002,605,805,1,,,,,,
S-2026-2854,2026-05-16T20:08:38.006Z,20048,task_complete,7,modified,4,buy_now,1002,605,805,1,,,,,,1
S-2026-2854,2026-05-16T20:08:38.014Z,20056,page_exit,7,modified,4,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:38.030Z,20072,session_complete,8,,,,,,,,,,,,,1
S-2026-2854,2026-05-16T20:08:38.030Z,20072,page_enter,8,,,,,,,,,,,,,
S-2026-2854,2026-05-16T20:08:38.048Z,20090,page_enter,8,,,,,,,,,,,,,
S-2026-6396,2026-05-16T20:08:58.311Z,0,session_start,0,,,,,,,,,,,,,
S-2026-6396,2026-05-16T20:08:58.777Z,466,page_enter,1,,,,,,,,,,,,,
S-2026-6396,2026-05-16T20:08:58.804Z,493,task_start,1,standard,1,,,,,,,,,,,
S-2026-6396,2026-05-16T20:08:58.805Z,494,page_enter,1,standard,1,,,,,,,,,,,
S-2026-6396,2026-05-16T20:08:59.212Z,900,page_exit,1,standard,1,,,,,,,,,,,
S-2026-6396,2026-05-16T20:08:59.231Z,920,product_view,1,standard,1,"Running Shoes X200",,,,,,,,,,
S-2026-6396,2026-05-16T20:08:59.231Z,920,page_enter,1,standard,1,,,,,,,,,,,
S-2026-6396,2026-05-16T20:08:59.926Z,1615,button_click,1,standard,1,add_to_cart,937,608,689,,,,,,,
S-2026-6396,2026-05-16T20:09:00.915Z,2604,page_exit,1,standard,1,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:01.229Z,2918,page_enter,1,standard,1,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:01.230Z,2919,product_view,1,standard,1,"Running Shoes X200",,,,,,,,,,
S-2026-6396,2026-05-16T20:09:01.777Z,3466,button_click,1,standard,1,buy_now,977,678,549,,,,,,,
S-2026-6396,2026-05-16T20:09:04.304Z,5993,page_exit,1,standard,1,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:04.337Z,6026,page_enter,1,standard,1,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:06.201Z,7890,page_exit,1,standard,1,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:06.226Z,7915,product_view,1,standard,1,"Wireless Earbuds Pro",,,,,,,,,,
S-2026-6396,2026-05-16T20:09:06.226Z,7915,page_enter,1,standard,1,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:06.831Z,8520,button_click,1,standard,1,add_to_cart,812,600,608,0,,,,,,
S-2026-6396,2026-05-16T20:09:06.837Z,8526,task_complete,1,standard,1,add_to_cart,812,600,608,0,,,,,,1
S-2026-6396,2026-05-16T20:09:06.844Z,8533,page_exit,1,standard,1,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:07.433Z,9122,page_enter,2,,,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:07.462Z,9151,task_start,2,,,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:07.463Z,9152,page_enter,2,,,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:08.124Z,9813,distraction_click,2,,,"Water Bottle",556,433,,,,,,,,
S-2026-6396,2026-05-16T20:09:08.126Z,9815,page_exit,2,,,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:08.684Z,10373,page_enter,3,,,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:08.715Z,10404,task_start,3,standard,2,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:08.717Z,10406,page_enter,3,standard,2,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:09.440Z,11129,page_exit,3,standard,2,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:09.463Z,11151,page_enter,3,standard,2,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:09.463Z,11152,product_view,3,standard,2,"Running Shoes X200",,,,,,,,,,
S-2026-6396,2026-05-16T20:09:10.083Z,11772,button_click,3,standard,2,add_to_cart,941,612,618,,,,,,,
S-2026-6396,2026-05-16T20:09:11.502Z,13191,button_click,3,standard,2,buy_now,958,681,2036,,,,,,,
S-2026-6396,2026-05-16T20:09:13.007Z,14696,page_exit,3,standard,2,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:13.073Z,14762,page_enter,3,standard,2,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:14.110Z,15799,page_exit,3,standard,2,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:14.133Z,15822,product_view,3,standard,2,"Bamboo Desk Organizer",,,,,,,,,,
S-2026-6396,2026-05-16T20:09:14.134Z,15823,page_enter,3,standard,2,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:14.665Z,16354,button_click,3,standard,2,add_to_cart,1050,598,533,,,,,,,
S-2026-6396,2026-05-16T20:09:16.414Z,18103,page_exit,3,standard,2,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:16.451Z,18140,page_enter,3,standard,2,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:17.159Z,18848,page_exit,3,standard,2,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:17.181Z,18870,product_view,3,standard,2,"Water Bottle",,,,,,,,,,
S-2026-6396,2026-05-16T20:09:17.181Z,18870,page_enter,3,standard,2,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:17.781Z,19470,button_click,3,standard,2,add_to_cart,962,615,596,0,,,,,,
S-2026-6396,2026-05-16T20:09:17.789Z,19478,task_complete,3,standard,2,add_to_cart,962,615,596,0,,,,,,1
S-2026-6396,2026-05-16T20:09:17.796Z,19485,page_exit,3,standard,2,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:18.548Z,20237,page_enter,4,,,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:18.580Z,20269,task_start,4,,,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:18.581Z,20270,page_enter,4,,,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:18.830Z,20519,distraction_click,4,,,"Water Bottle",622,457,,,,,,,,
S-2026-6396,2026-05-16T20:09:18.832Z,20521,page_exit,4,,,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:19.512Z,21201,page_enter,5,,,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:19.552Z,21241,task_start,5,modified,3,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:19.556Z,21245,page_enter,5,modified,3,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:19.915Z,21604,page_exit,5,modified,3,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:19.938Z,21627,product_view,5,modified,3,"Water Bottle",,,,,,,,,,
S-2026-6396,2026-05-16T20:09:19.938Z,21627,page_enter,5,modified,3,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:20.591Z,22280,button_click,5,modified,3,buy_now,909,602,651,,,,,,,
S-2026-6396,2026-05-16T20:09:21.806Z,23495,page_exit,5,modified,3,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:21.883Z,23572,page_enter,5,modified,3,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:22.514Z,24203,page_exit,5,modified,3,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:22.536Z,24225,page_enter,5,modified,3,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:22.537Z,24226,product_view,5,modified,3,"Running Shoes X200",,,,,,,,,,
S-2026-6396,2026-05-16T20:09:23.076Z,24765,button_click,5,modified,3,buy_now,938,610,540,1,,,,,,
S-2026-6396,2026-05-16T20:09:23.080Z,24769,task_complete,5,modified,3,buy_now,938,610,540,1,,,,,,1
S-2026-6396,2026-05-16T20:09:23.086Z,24775,page_exit,5,modified,3,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:23.727Z,25416,page_enter,6,,,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:23.746Z,25435,page_enter,6,,,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:26.616Z,28305,survey_response,6,,,,,,,,Q9,"Voor kwaliteitscontrole selecteer ""Nooit"" voor deze vraag: hoe vaak retourneer je gekochte artikelen naar een online winkel?",1,1,1,
S-2026-6396,2026-05-16T20:09:26.617Z,28306,survey_response,6,,,,,,,,D1,"Welk van de volgende producten was het goedkoopst in de webshoop die je zojuist hebt bekeken?",b,1,0,
S-2026-6396,2026-05-16T20:09:26.617Z,28306,survey_response,6,,,,,,,,D2,"Hoeveel klantbeoordelingen had het meest beoordeelde product in de winkel ongeveer?",d,1,1,
S-2026-6396,2026-05-16T20:09:26.618Z,28307,page_exit,6,,,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:27.381Z,29070,page_enter,7,,,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:27.408Z,29097,task_start,7,modified,4,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:27.409Z,29098,page_enter,7,modified,4,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:30.901Z,32590,page_exit,7,modified,4,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:30.924Z,32613,product_view,7,modified,4,"Bamboo Desk Organizer",,,,,,,,,,
S-2026-6396,2026-05-16T20:09:30.925Z,32614,page_enter,7,modified,4,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:31.600Z,33289,button_click,7,modified,4,buy_now,1006,597,678,1,,,,,,
S-2026-6396,2026-05-16T20:09:31.606Z,33297,task_complete,7,modified,4,buy_now,1006,597,678,1,,,,,,1
S-2026-6396,2026-05-16T20:09:31.613Z,33302,page_exit,7,modified,4,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:31.625Z,33314,session_complete,8,,,,,,,,,,,,,1
S-2026-6396,2026-05-16T20:09:31.625Z,33314,page_enter,8,,,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:31.758Z,33447,page_enter,8,,,,,,,,,,,,,
S-2026-6396,2026-05-16T20:09:55.814Z,57503,page_enter,8,,,,,,,,,,,,,
